1,803,1377,28,25
2,801,1378,27,24
3,799,1380,30,23
4,797,1380,31,27
5,785,1384,34,27
6,777,1387,30,30
7,767,1392,31,26
8,759,1397,35,29
9,757,1397,37,33
10,759,1401,30,26
11,758,1403,33,28
12,751,1407,35,30
13,744,1410,32,29
14,737,1414,37,31
15,736,1418,35,32
16,739,1419,33,31
17,743,1423,32,28
18,747,1422,33,33
19,746,1428,35,31
20,744,1431,33,30
21,743,1433,33,30
22,745,1436,35,30
23,754,1439,31,29
24,763,1439,31,31
25,769,1441,34,30
26,771,1445,33,32
27,773,1450,31,29
28,771,1450,38,33
29,781,1458,34,28
30,789,1456,35,30
31,797,1452,38,35
32,805,1458,36,30
33,810,1460,33,28
34,809,1458,31,29
35,807,1457,35,32
36,811,1458,35,32
37,814,1450,38,35
38,819,1445,37,34
39,823,1445,33,30
40,819,1443,34,33
41,811,1438,36,36
42,804,1435,37,36
43,805,1435,34,29
44,807,1430,35,30
45,803,1425,36,32
46,795,1425,37,37
47,787,1425,34,36
48,778,1426,35,35
49,773,1430,34,35
50,764,1428,42,39
51,774,1434,32,31
52,771,1435,35,34
53,765,1438,37,37
54,756,1441,36,36
55,754,1447,36,35
56,748,1449,42,39
57,753,1454,39,34
58,756,1454,39,34
59,762,1457,38,34
60,759,1458,38,36
60,765,1465,24,24
61,757,1464,33,31
62,753,1466,35,30
63,757,1470,36,31
64,762,1472,35,28
65,770,1467,33,31
66,775,1470,34,29
67,776,1472,32,32
68,775,1475,30,28
69,772,1477,34,27
70,777,1479,36,26
71,786,1477,31,28
72,793,1477,35,27
73,793,1476,43,34
73,800,1481,30,20
74,799,1486,31,26
75,793,1489,39,30
76,796,1491,37,27
77,802,1492,36,30
78,813,1487,35,32
79,819,1484,40,36
80,823,1491,32,28
81,819,1488,35,31
82,821,1490,31,28
83,822,1489,36,29
84,829,1489,37,28
85,835,1484,31,31
86,838,1481,36,31
87,835,1478,37,35
88,831,1477,37,36
89,823,1475,37,34
90,821,1475,39,32
91,824,1471,36,33
92,820,1466,34,32
93,816,1469,37,28
94,808,1466,33,31
95,791,1465,33,29
96,780,1464,36,32
97,772,1463,40,31
98,765,1463,43,31
99,755,1454,48,48
99,764,1464,33,27
100,747,1454,44,44
100,758,1466,30,27
101,739,1462,39,32
102,732,1469,32,27
103,721,1471,31,29
104,714,1473,37,30
105,711,1475,34,33
106,702,1481,36,29
107,698,1492,33,27
108,688,1497,32,29
109,680,1503,34,28
110,681,1510,33,26
111,686,1518,30,23
112,689,1521,32,25
113,684,1527,33,26
114,671,1526,48,40
114,681,1533,34,31
115,675,1537,35,31
116,671,1544,42,32
117,687,1553,34,32
118,691,1555,35,28
119,679,1550,44,40
119,692,1562,32,26
120,675,1558,48,36
120,691,1569,31,26
121,683,1562,40,40
121,689,1572,31,26
122,683,1562,40,40
122,692,1574,31,23
123,699,1570,34,30
124,709,1573,29,23
125,708,1572,34,27
126,704,1569,33,29
127,703,1572,35,27
128,701,1573,37,26
129,702,1567,37,26
130,707,1559,38,31
131,714,1556,36,28
132,707,1546,49,36
132,720,1554,30,24
133,706,1548,36,28
134,704,1545,37,31
135,701,1538,38,32
136,708,1533,34,27
137,711,1529,40,33
138,710,1527,37,32
139,700,1524,38,31
140,694,1523,39,33
141,690,1520,36,35
142,688,1524,39,27
143,690,1518,39,31
144,691,1516,37,30
145,683,1514,40,33
146,675,1511,43,33
147,675,1516,35,30
148,664,1512,44,30
149,664,1512,37,27
150,663,1498,40,40
150,669,1511,33,24
151,666,1504,37,30
152,665,1505,36,28
153,658,1503,41,29
154,653,1500,38,32
155,653,1505,31,27
156,643,1501,42,31
157,652,1501,36,30
158,650,1500,40,31
159,655,1508,44,29
160,653,1507,37,31
161,648,1512,32,32
162,645,1516,43,30
163,653,1524,36,24
164,658,1521,40,26
165,665,1522,38,24
166,673,1524,33,27
167,671,1522,38,27
168,671,1520,40,32
169,672,1525,40,26
170,674,1520,42,30
171,690,1522,34,23
172,696,1519,35,26
