1,800,1372,33,33
2,799,1375,30,30
3,798,1376,30,30
4,795,1379,30,30
5,784,1381,33,33
6,772,1385,33,33
7,766,1391,30,30
8,760,1396,30,30
9,758,1399,30,30
10,757,1397,33,33
11,754,1397,39,39
12,752,1407,30,30
13,742,1408,33,33
14,737,1412,33,33
15,738,1420,30,30
16,737,1419,33,33
17,744,1422,30,30
18,745,1421,33,33
19,744,1425,33,33
20,744,1430,30,30
21,744,1433,30,30
22,745,1435,33,33
23,751,1436,36,36
24,760,1437,36,36
25,769,1441,30,30
26,769,1442,36,36
27,770,1446,33,33
28,772,1448,36,36
29,779,1454,33,33
30,787,1454,36,36
31,798,1455,33,33
32,806,1455,33,33
33,808,1457,33,33
34,809,1458,30,30
35,807,1456,33,33
36,811,1455,36,36
37,816,1451,33,33
38,822,1446,33,33
39,820,1439,39,39
40,820,1442,33,33
41,813,1439,33,33
42,804,1434,36,36
43,802,1429,39,39
44,805,1427,36,36
45,803,1424,36,36
46,795,1424,36,36
47,784,1425,36,36
48,776,1426,36,36
49,773,1430,36,36
50,770,1430,36,36
51,770,1431,36,36
52,767,1430,39,39
53,764,1437,36,36
54,756,1441,36,36
55,750,1444,39,39
56,749,1449,39,39
57,751,1450,39,39
58,756,1450,39,39
59,759,1453,39,39
60,756,1457,39,39
61,750,1456,45,45
62,751,1462,39,39
63,753,1465,39,39
64,761,1467,36,36
65,766,1464,39,39
66,771,1464,39,39
67,770,1467,39,39
68,770,1471,36,36
69,766,1470,42,42
70,772,1473,42,42
71,779,1472,39,39
72,788,1472,39,39
73,793,1475,39,39
74,791,1477,42,42
75,790,1481,42,42
76,790,1482,45,45
77,800,1486,42,42
78,808,1483,39,39
79,816,1483,39,39
80,818,1484,39,39
81,816,1485,39,39
82,814,1483,42,42
83,818,1483,42,42
84,829,1484,36,36
85,832,1479,39,39
86,836,1477,39,39
87,834,1476,39,39
88,828,1474,42,42
89,821,1473,39,39
90,817,1468,45,45
91,819,1466,42,42
92,814,1460,45,45
93,811,1461,39,39
94,802,1461,39,39
95,788,1460,39,39
96,777,1459,39,39
97,771,1459,39,39
98,766,1458,42,42
99,760,1456,42,42
100,752,1457,42,42
101,740,1459,42,42
102,727,1462,39,39
103,715,1464,42,42
104,710,1467,42,42
105,706,1470,42,42
106,698,1476,42,42
107,691,1484,39,39
108,682,1490,42,42
109,676,1496,42,42
110,676,1503,42,42
111,677,1506,45,45
112,681,1514,42,42
113,679,1520,42,42
114,675,1529,42,42
115,672,1535,42,42
116,671,1539,45,45
117,683,1546,45,45
118,687,1551,42,42
119,685,1555,42,42
120,681,1558,45,45
121,682,1563,44,44
122,685,1563,45,45
123,694,1564,42,42
124,699,1562,45,45
125,700,1562,45,45
126,700,1563,42,42
127,698,1564,42,42
128,695,1561,45,45
129,699,1561,42,42
130,704,1552,48,48
131,710,1547,45,45
132,708,1542,48,48
133,704,1542,42,42
134,697,1536,45,45
135,697,1531,45,45
136,701,1526,45,45
137,703,1522,45,45
138,701,1519,45,45
139,693,1515,48,48
140,689,1517,45,45
141,685,1515,48,48
142,684,1515,45,45
143,685,1512,45,45
144,685,1510,45,45
145,681,1509,45,45
146,676,1509,42,42
147,668,1508,45,45
148,662,1506,45,45
149,660,1504,45,45
150,661,1500,45,45
151,661,1497,48,48
152,658,1496,45,45
153,652,1494,45,45
154,647,1493,48,48
155,643,1495,48,48
156,643,1496,45,45
157,645,1495,48,48
158,651,1498,42,42
159,647,1498,45,45
160,647,1503,42,42
161,642,1507,45,45
162,643,1511,45,45
163,647,1511,45,45
164,654,1512,45,45
165,661,1512,48,48
166,664,1513,45,45
167,664,1513,45,45
168,664,1514,45,45
169,666,1514,48,48
170,673,1514,45,45
171,682,1511,45,45
172,691,1508,45,45
173,696,1510,42,42
174,695,1509,45,45
175,696,1511,45,45
176,700,1512,45,45
177,707,1511,45,45
178,715,1509,48,48
179,722,1512,45,45
180,721,1512,48,48
181,721,1515,45,45
182,721,1518,45,45
183,726,1522,42,42
184,732,1522,42,42
185,736,1520,45,45
186,741,1523,39,39
187,741,1534,27,27
188,731,1528,45,45
189,737,1535,36,36
190,741,1533,36,36
191,747,1536,27,27
192,745,1536,30,30
193,736,1534,33,33
194,732,1535,27,27
195,727,1534,30,30
196,725,1532,30,30
197,723,1528,30,30
198,719,1525,30,30
199,713,1524,30,30
200,701,1522,33,33
201,692,1524,30,30
202,683,1523,33,33
203,675,1523,33,33
204,670,1523,30,30
205,660,1521,36,36
206,649,1523,36,36
207,635,1524,36,36
208,621,1525,36,36
209,608,1524,39,39
210,599,1524,39,39
211,592,1522,39,39
212,586,1520,39,39
213,577,1519,39,39
214,563,1519,39,39
215,550,1518,39,39
216,540,1518,39,39
217,530,1514,36,36
218,526,1514,36,36
219,518,1516,36,36
220,506,1519,36,36
221,495,1522,36,36
222,489,1527,36,36
223,486,1530,36,36
224,486,1532,33,33
225,484,1532,36,36
226,480,1535,36,36
227,474,1538,33,33
228,467,1538,36,36
229,466,1538,36,36
230,466,1536,36,36
231,469,1533,33,33
232,472,1531,33,33
233,472,1530,33,33
234,469,1526,33,33
235,468,1521,33,33
236,470,1518,33,33
237,475,1513,33,33
238,482,1508,33,33
239,491,1503,33,33
240,497,1500,33,33
241,499,1498,33,33
242,502,1496,33,33
243,508,1494,36,36
244,518,1492,33,33
245,531,1490,30,30
246,540,1489,30,30
247,545,1487,33,33
248,553,1488,33,33
249,561,1489,36,36
250,572,1491,33,33
251,581,1491,36,36
252,587,1495,36,36
253,590,1498,36,36
254,591,1499,39,39
255,593,1503,42,42
256,602,1506,42,42
257,609,1503,45,45
258,613,1503,45,45
259,613,1505,48,48
260,611,1508,48,48
261,608,1510,45,45
262,608,1511,48,48
263,610,1509,51,51
264,614,1509,48,48
265,613,1511,48,48
266,608,1513,48,48
267,600,1516,48,48
268,592,1520,48,48
269,589,1523,48,48
270,590,1525,48,48
271,590,1527,45,45
272,583,1528,48,48
273,575,1532,48,48
274,566,1536,45,45
275,556,1537,48,48
276,552,1538,51,51
277,555,1540,48,48
278,556,1539,48,48
279,552,1538,48,48
280,546,1537,48,48
281,539,1536,48,48
282,530,1534,51,51
283,528,1533,51,51
284,533,1529,48,48
285,535,1522,48,48
286,535,1516,48,48
287,531,1510,51,51
288,532,1509,48,48
289,530,1506,48,48
290,535,1503,48,48
291,543,1499,48,48
292,548,1492,51,51
293,556,1489,48,48
294,559,1485,48,48
295,562,1483,48,48
296,563,1478,51,51
297,572,1478,48,48
298,579,1471,51,51
299,587,1469,48,48
300,587,1462,51,51
301,592,1464,48,48
302,591,1462,51,51
303,592,1462,48,48
304,593,1460,51,51
305,600,1461,48,48
306,601,1461,51,51
307,604,1464,48,48
308,604,1465,48,48
309,604,1467,48,48
310,603,1467,48,48
311,604,1468,48,48
312,607,1465,51,51
313,612,1463,51,51
314,618,1465,48,48
315,617,1464,51,51
316,619,1469,50,50
317,620,1470,51,51
318,632,1478,51,51
319,644,1484,48,48
320,648,1489,51,51
321,657,1496,48,48
322,660,1503,51,51
323,668,1513,48,48
324,673,1518,51,51
325,684,1525,48,48
326,692,1528,51,51
327,704,1534,48,48
328,715,1539,48,48
329,721,1542,51,51
330,724,1545,51,51
331,729,1549,48,48
332,731,1548,51,51
333,738,1547,51,51
334,748,1546,48,48
