2283,1986,840,25,37
2284,1968,858,31,22
2285,1953,870,31,25
2286,1938,879,40,28
2287,1938,882,19,28
2288,1926,891,31,19
2289,1920,894,40,19
2290,1929,903,22,16
2291,1917,906,43,28
2292,1929,912,37,16
2293,1932,915,40,22
2294,1950,918,31,19
2295,1953,912,40,31
2296,1971,918,43,22
2297,1989,921,16,25
2298,1983,897,58,58
2299,2010,915,31,34
2300,2028,921,31,28
2301,2040,921,34,40
2302,2052,921,37,43
2303,2061,918,37,43
2304,2067,921,52,49
2305,2073,921,55,46
2306,2079,930,49,37
2307,2091,936,49,43
2308,2109,945,43,43
2309,2121,945,31,40
2310,2127,951,34,43
2311,2130,957,28,40
2312,2145,969,34,28
2313,2145,972,40,40
2314,2148,987,34,25
2315,2148,996,37,34
2316,2151,1005,31,22
2317,2151,1005,28,22
2318,2154,1008,31,28
2319,2139,1002,43,55
2320,2136,1014,28,28
2321,2127,1005,25,31
2322,2118,1014,22,28
2323,2103,1008,31,25
2324,2085,1008,34,19
2325,2085,1014,40,31
2343,1866,984,31,19
2344,1860,978,43,25
2345,1866,972,34,22
2346,1860,969,37,31
2350,1872,966,37,34
2351,1887,972,25,19
2352,1890,963,25,31
2353,1905,960,25,28
2354,1902,960,34,19
2355,1905,957,37,22
2356,1920,957,31,22
2357,1929,957,31,13
2358,1935,945,31,25
2359,1953,936,25,19
2360,1965,933,22,19
2361,1965,936,25,19
2362,1962,930,31,31
2363,1962,933,34,25
2364,1962,930,46,25
2365,1962,921,37,28
2366,1962,921,43,25
2375,1953,939,31,37
2376,1938,933,46,43
2377,1935,939,61,37
2378,1947,933,25,34
2379,1935,930,40,37
2380,1938,936,34,28
2381,1941,936,25,28
2382,1935,933,37,28
2383,1923,936,43,22
2384,1935,933,40,28
2385,1929,930,43,34
2386,1929,930,49,40
2387,1938,936,13,22
2388,1935,942,37,19
2392,1926,933,25,25
2393,1923,921,34,25
2394,1938,915,34,25
2398,1947,891,19,28
2402,1965,879,31,25
2403,1968,876,34,28
2404,1971,879,31,19
2405,1983,882,46,25
2406,1995,879,34,31
2407,1998,882,46,34
2408,2004,876,46,31
2409,2016,882,49,34
2410,2010,873,43,31
2411,2022,873,34,40
2412,2031,873,37,34
2413,2034,870,49,37
2414,2037,858,49,52
2415,2043,873,49,34
2416,2046,879,64,40
2417,2061,879,37,28
2418,2070,876,37,37
2419,2079,876,37,43
2420,2082,888,43,34
2421,2079,888,58,43
2422,2076,894,55,37
2423,2082,891,55,43
2424,2088,903,46,28
2425,2091,909,37,49
2426,2094,915,37,31
2427,2091,918,34,34
2428,2091,924,37,31
2429,2094,933,34,37
2430,2094,951,37,28
2431,2091,960,34,31
2432,2079,957,49,40
2433,2094,987,37,31
2434,2082,999,46,25
2435,2088,1008,46,31
2436,2097,1020,25,22
2437,2097,1026,31,25
2438,2100,1032,31,22
2447,2106,978,34,22
2451,2112,969,25,19
2452,2118,978,25,28
2453,2112,981,37,22
2454,2109,990,43,19
2455,2118,993,31,34
2456,2121,993,34,37
2457,2118,999,34,40
2458,2130,1008,37,34
2459,2121,1005,49,40
2460,2124,1002,37,37
2461,2124,1002,34,31
2462,2133,999,40,31
2466,2136,990,34,25
2467,2130,990,25,19
2468,2127,993,34,28
2469,2124,987,31,34
2470,2121,990,28,25
2471,2112,981,31,34
2472,2109,987,22,22
2473,2100,984,37,22
2474,2085,984,49,22
2475,2082,984,25,22
2476,2073,981,25,28
2480,2028,987,34,19
2481,2019,984,28,37
2482,2001,978,43,37
2483,1995,984,49,28
2484,1989,975,28,37
2485,1971,984,43,19
2486,1977,984,31,31
2487,1974,984,34,31
2488,1971,987,25,37
2489,1977,990,37,31
2490,1965,978,49,43
2491,1971,981,34,40
2492,1968,984,31,37
2493,1968,981,25,28
2494,1962,966,52,49
2495,1965,978,37,19
2496,1983,975,19,34
2497,1974,975,31,22
2498,1989,981,31,34
2499,1980,981,28,22
2500,1977,975,40,37
2501,1977,981,34,28
2502,1980,984,28,28
2503,1989,990,25,28
2504,1995,1002,13,16
2505,1983,993,34,28
2506,1986,1002,31,16
2507,1986,996,34,28
2508,1989,999,31,25
2509,1980,993,49,37
2510,1983,996,40,28
2511,1995,1002,31,31
2512,1986,984,34,31
2513,1983,987,28,31
2514,1980,990,34,34
2515,1968,984,49,31
2516,1980,987,10,25
2517,1983,981,25,25
2518,1974,981,46,49
2519,1953,978,49,34
2520,1956,990,46,34
2521,1965,993,28,19
2522,1950,996,49,22
2523,1947,999,31,28
2524,1941,996,34,22
2525,1929,987,55,40
2526,1935,993,25,40
2527,1926,1005,40,34
2528,1914,999,46,40
2529,1914,1002,37,37
2530,1905,999,40,34
2531,1908,987,43,40
2532,1899,978,55,43
2533,1902,981,34,34
2534,1902,978,31,37
2535,1887,969,43,34
2536,1881,960,37,37
2537,1869,951,43,40
2538,1869,948,40,43
2539,1872,948,31,31
2540,1860,936,40,49
2541,1872,933,19,40
2542,1848,918,37,43
2543,1842,915,28,43
2544,1824,909,43,43
2545,1824,909,34,28
2546,1806,906,37,34
2547,1794,903,43,40
2548,1785,909,43,34
2549,1770,906,52,40
2550,1764,909,46,25
2551,1776,906,16,37
2552,1755,915,52,19
2553,1743,900,40,46
2554,1752,921,43,22
2555,1749,915,40,31
2556,1770,924,16,28
2557,1761,933,46,22
2558,1782,939,31,22
2559,1797,939,28,25
2560,1803,939,37,31
2561,1824,939,31,43
2562,1827,951,46,28
2563,1839,951,40,34
2564,1854,954,34,31
2565,1854,951,34,31
2566,1857,942,34,37
2567,1848,930,46,40
2568,1857,933,37,22
2569,1854,918,25,31
2570,1845,909,43,34
2571,1818,903,34,34
2572,1806,894,40,37
2573,1785,885,52,40
2574,1764,876,70,37
2575,1740,870,55,40
2576,1746,870,28,19
2577,1719,867,34,31
2578,1707,876,16,19
2579,1674,867,43,37
2580,1656,873,25,22
2581,1641,867,28,19
2582,1614,855,34,25
2583,1599,846,37,31
2584,1587,843,37,31
2585,1578,843,34,43
