Time	   Frame	x-pixel	    y-pixel
169.533333 2543.000000 2249.000000 995.000000
169.600000 2544.000000 2252.000000 993.000000
169.666667 2545.000000 2249.000000 991.000000
169.733333 2546.000000 2250.000000 987.000000
169.800000 2547.000000 2249.000000 984.000000
169.866667 2548.000000 2251.000000 982.000000
169.933333 2549.000000 2250.000000 980.000000
170.000000 2550.000000 2251.000000 982.000000
170.066667 2551.000000 2248.000000 981.000000
170.133333 2552.000000 2245.000000 980.000000
170.200000 2553.000000 2243.000000 981.000000
170.266667 2554.000000 2241.000000 988.000000
170.333333 2555.000000 2235.000000 994.000000
170.400000 2556.000000 2227.000000 999.000000
170.466667 2557.000000 2221.000000 1008.000000
170.533333 2558.000000 2215.000000 1015.000000
170.600000 2559.000000 2205.000000 1024.000000
170.666667 2560.000000 2196.000000 1031.000000
170.733333 2561.000000 2189.000000 1039.000000
170.800000 2562.000000 2182.000000 1047.000000
170.866667 2563.000000 2174.000000 1051.000000
170.933333 2564.000000 2170.000000 1053.000000
171.000000 2565.000000 2166.000000 1054.000000
171.066667 2566.000000 2160.000000 1056.000000
171.133333 2567.000000 2155.000000 1058.000000
171.200000 2568.000000 2153.000000 1061.000000
171.266667 2569.000000 2149.000000 1059.000000
171.333333 2570.000000 2148.000000 1058.000000
171.400000 2571.000000 2149.000000 1057.000000
171.466667 2572.000000 2148.000000 1054.000000
171.533333 2573.000000 2150.000000 1050.000000
171.600000 2574.000000 2151.000000 1047.000000
171.666667 2575.000000 2153.000000 1041.000000
171.733333 2576.000000 2151.000000 1035.000000
171.800000 2577.000000 2152.000000 1028.000000
171.866667 2578.000000 2153.000000 1022.000000
171.933333 2579.000000 2155.000000 1017.000000
172.000000 2580.000000 2155.000000 1009.000000
172.066667 2581.000000 2155.000000 1005.000000
172.133333 2582.000000 2157.000000 999.000000
172.200000 2583.000000 2155.000000 993.000000
172.266667 2584.000000 2154.000000 988.000000
172.333333 2585.000000 2155.000000 986.000000
172.400000 2586.000000 2154.000000 982.000000
172.466667 2587.000000 2156.000000 979.000000
172.533333 2588.000000 2159.000000 976.000000
172.600000 2589.000000 2160.000000 976.000000
172.666667 2590.000000 2162.000000 980.000000
172.733333 2591.000000 2162.000000 979.000000
172.800000 2592.000000 2163.000000 981.000000
172.866667 2593.000000 2162.000000 979.000000
172.933333 2594.000000 2159.000000 976.000000
173.000000 2595.000000 2158.000000 976.000000
173.066667 2596.000000 2157.000000 973.000000
173.133333 2597.000000 2152.000000 971.000000
173.200000 2598.000000 2149.000000 969.000000
173.266667 2599.000000 2145.000000 964.000000
173.333333 2600.000000 2138.000000 959.000000
173.400000 2601.000000 2134.000000 954.000000
173.466667 2602.000000 2132.000000 953.000000
173.533333 2603.000000 2128.000000 952.000000
173.600000 2604.000000 2124.000000 949.000000
173.666667 2605.000000 2121.000000 947.000000
173.733333 2606.000000 2116.000000 944.000000
173.800000 2607.000000 2109.000000 942.000000
173.866667 2608.000000 2105.000000 941.000000
173.933333 2609.000000 2102.000000 939.000000
174.000000 2610.000000 2098.000000 940.000000
174.066667 2611.000000 2094.000000 936.000000
174.133333 2612.000000 2091.000000 937.000000
174.200000 2613.000000 2088.000000 937.000000
174.266667 2614.000000 2084.000000 938.000000
174.333333 2615.000000 2082.000000 936.000000
174.400000 2616.000000 2080.000000 935.000000
174.466667 2617.000000 2076.000000 932.000000
174.533333 2618.000000 2074.000000 930.000000
174.600000 2619.000000 2073.000000 929.000000
174.666667 2620.000000 2073.000000 926.000000
174.733333 2621.000000 2073.000000 920.000000
174.800000 2622.000000 2076.000000 915.000000
174.866667 2623.000000 2080.000000 908.000000
174.933333 2624.000000 2082.000000 900.000000
175.000000 2625.000000 2087.000000 893.000000
175.066667 2626.000000 2093.000000 889.000000
175.133333 2627.000000 2099.000000 886.000000
175.200000 2628.000000 2104.000000 876.000000
175.266667 2629.000000 2114.000000 870.000000
175.333333 2630.000000 2120.000000 867.000000
175.400000 2631.000000 2124.000000 860.000000
175.466667 2632.000000 2128.000000 859.000000
175.533333 2633.000000 2132.000000 857.000000
175.600000 2634.000000 2134.000000 856.000000
175.666667 2635.000000 2137.000000 858.000000
175.733333 2636.000000 2141.000000 855.000000
175.800000 2637.000000 2144.000000 857.000000
175.866667 2638.000000 2144.000000 862.000000
175.933333 2639.000000 2144.000000 864.000000
176.000000 2640.000000 2147.000000 868.000000
176.066667 2641.000000 2146.000000 867.000000
176.133333 2642.000000 2146.000000 870.000000
176.200000 2643.000000 2148.000000 873.000000
176.266667 2644.000000 2147.000000 877.000000
176.333333 2645.000000 2146.000000 880.000000
176.400000 2646.000000 2145.000000 885.000000
176.466667 2647.000000 2143.000000 885.000000
176.533333 2648.000000 2140.000000 891.000000
176.600000 2649.000000 2137.000000 894.000000
176.666667 2650.000000 2136.000000 901.000000
176.733333 2651.000000 2133.000000 907.000000
176.800000 2652.000000 2130.000000 913.000000
176.866667 2653.000000 2130.000000 917.000000
176.933333 2654.000000 2127.000000 922.000000
177.000000 2655.000000 2127.000000 926.000000
177.066667 2656.000000 2124.000000 932.000000
177.133333 2657.000000 2125.000000 939.000000
177.200000 2658.000000 2120.000000 943.000000
177.266667 2659.000000 2117.000000 951.000000
177.333333 2660.000000 2111.000000 958.000000
177.400000 2661.000000 2109.000000 962.000000
177.466667 2662.000000 2109.000000 965.000000
177.533333 2663.000000 2107.000000 966.000000
177.600000 2664.000000 2103.000000 970.000000
177.666667 2665.000000 2101.000000 971.000000
177.733333 2666.000000 2099.000000 972.000000
177.800000 2667.000000 2102.000000 974.000000
177.866667 2668.000000 2103.000000 981.000000
177.933333 2669.000000 2102.000000 981.000000
178.000000 2670.000000 2103.000000 985.000000
178.066667 2671.000000 2105.000000 986.000000
178.133333 2672.000000 2103.000000 987.000000
178.200000 2673.000000 2105.000000 987.000000
178.266667 2674.000000 2109.000000 991.000000
178.333333 2675.000000 2113.000000 991.000000
178.400000 2676.000000 2118.000000 986.000000
178.466667 2677.000000 2124.000000 982.000000
178.533333 2678.000000 2128.000000 977.000000
178.600000 2679.000000 2130.000000 975.000000
178.666667 2680.000000 2131.000000 971.000000
178.733333 2681.000000 2135.000000 971.000000
178.800000 2682.000000 2137.000000 968.000000
