Time	   Frame	x-pixel	    y-pixel
227.866667 3418.000000 1167.000000 946.000000
227.933333 3419.000000 1172.000000 942.000000
228.000000 3420.000000 1175.000000 943.000000
228.066667 3421.000000 1179.000000 945.000000
228.133333 3422.000000 1182.000000 949.000000
228.200000 3423.000000 1185.000000 949.000000
228.266667 3424.000000 1188.000000 954.000000
228.333333 3425.000000 1194.000000 954.000000
228.400000 3426.000000 1195.000000 952.000000
228.466667 3427.000000 1199.000000 952.000000
228.533333 3428.000000 1204.000000 955.000000
228.600000 3429.000000 1203.000000 953.000000
228.666667 3430.000000 1204.000000 951.000000
228.733333 3431.000000 1206.000000 952.000000
228.800000 3432.000000 1207.000000 949.000000
228.866667 3433.000000 1204.000000 945.000000
228.933333 3434.000000 1205.000000 942.000000
229.000000 3435.000000 1203.000000 939.000000
229.066667 3436.000000 1199.000000 937.000000
229.133333 3437.000000 1197.000000 932.000000
229.200000 3438.000000 1196.000000 935.000000
229.266667 3439.000000 1194.000000 935.000000
229.333333 3440.000000 1190.000000 932.000000
229.400000 3441.000000 1188.000000 934.000000
229.466667 3442.000000 1187.000000 935.000000
229.533333 3443.000000 1181.000000 930.000000
229.600000 3444.000000 1180.000000 930.000000
229.666667 3445.000000 1177.000000 931.000000
229.733333 3446.000000 1173.000000 928.000000
229.800000 3447.000000 1173.000000 923.000000
229.866667 3448.000000 1175.000000 922.000000
229.933333 3449.000000 1177.000000 921.000000
230.000000 3450.000000 1176.000000 918.000000
230.066667 3451.000000 1179.000000 917.000000
230.133333 3452.000000 1181.000000 919.000000
230.200000 3453.000000 1182.000000 917.000000
230.266667 3454.000000 1185.000000 916.000000
230.333333 3455.000000 1189.000000 918.000000
230.400000 3456.000000 1193.000000 918.000000
230.466667 3457.000000 1197.000000 916.000000
230.533333 3458.000000 1201.000000 917.000000
230.600000 3459.000000 1209.000000 917.000000
230.666667 3460.000000 1214.000000 914.000000
230.733333 3461.000000 1221.000000 913.000000
230.800000 3462.000000 1228.000000 912.000000
230.866667 3463.000000 1232.000000 911.000000
230.933333 3464.000000 1239.000000 907.000000
231.000000 3465.000000 1247.000000 909.000000
231.066667 3466.000000 1256.000000 909.000000
231.133333 3467.000000 1260.000000 907.000000
231.200000 3468.000000 1269.000000 909.000000
231.266667 3469.000000 1278.000000 913.000000
231.333333 3470.000000 1282.000000 912.000000
231.400000 3471.000000 1288.000000 914.000000
231.466667 3472.000000 1291.000000 917.000000
231.533333 3473.000000 1292.000000 920.000000
231.600000 3474.000000 1295.000000 923.000000
231.666667 3475.000000 1297.000000 929.000000
231.733333 3476.000000 1302.000000 933.000000
231.800000 3477.000000 1308.000000 933.000000
231.866667 3478.000000 1314.000000 935.000000
231.933333 3479.000000 1320.000000 939.000000
232.000000 3480.000000 1325.000000 944.000000
232.066667 3481.000000 1329.000000 952.000000
232.133333 3482.000000 1338.000000 961.000000
232.200000 3483.000000 1343.000000 972.000000
232.266667 3484.000000 1350.000000 978.000000
232.333333 3485.000000 1357.000000 986.000000
232.400000 3486.000000 1364.000000 994.000000
232.466667 3487.000000 1362.000000 998.000000
232.533333 3488.000000 1367.000000 1003.000000
232.600000 3489.000000 1374.000000 1008.000000
232.666667 3490.000000 1373.000000 1008.000000
232.733333 3491.000000 1376.000000 1008.000000
232.800000 3492.000000 1377.000000 1011.000000
232.866667 3493.000000 1379.000000 1012.000000
232.933333 3494.000000 1378.000000 1010.000000
233.000000 3495.000000 1376.000000 1010.000000
233.066667 3496.000000 1375.000000 1008.000000
233.133333 3497.000000 1370.000000 1003.000000
233.200000 3498.000000 1365.000000 999.000000
233.266667 3499.000000 1363.000000 998.000000
233.333333 3500.000000 1361.000000 1000.000000
233.400000 3501.000000 1355.000000 997.000000
233.466667 3502.000000 1355.000000 995.000000
233.533333 3503.000000 1352.000000 993.000000
233.600000 3504.000000 1346.000000 986.000000
233.666667 3505.000000 1342.000000 981.000000
233.733333 3506.000000 1339.000000 982.000000
233.800000 3507.000000 1335.000000 979.000000
233.866667 3508.000000 1334.000000 975.000000
233.933333 3509.000000 1333.000000 971.000000
234.000000 3510.000000 1334.000000 969.000000
234.066667 3511.000000 1331.000000 963.000000
234.133333 3512.000000 1332.000000 961.000000
234.200000 3513.000000 1336.000000 956.000000
234.266667 3514.000000 1331.000000 951.000000
234.333333 3515.000000 1329.000000 947.000000
234.400000 3516.000000 1330.000000 949.000000
234.466667 3517.000000 1329.000000 952.000000
234.533333 3518.000000 1324.000000 952.000000
234.600000 3519.000000 1325.000000 952.000000
234.666667 3520.000000 1321.000000 955.000000
234.733333 3521.000000 1319.000000 955.000000
234.800000 3522.000000 1315.000000 956.000000
234.866667 3523.000000 1312.000000 962.000000
234.933333 3524.000000 1303.000000 968.000000
235.000000 3525.000000 1299.000000 975.000000
235.066667 3526.000000 1297.000000 985.000000
235.133333 3527.000000 1294.000000 995.000000
235.200000 3528.000000 1295.000000 1003.000000
235.266667 3529.000000 1296.000000 1017.000000
235.333333 3530.000000 1297.000000 1025.000000
235.400000 3531.000000 1296.000000 1033.000000
235.466667 3532.000000 1297.000000 1048.000000
235.533333 3533.000000 1302.000000 1062.000000
235.600000 3534.000000 1312.000000 1070.000000
235.666667 3535.000000 1321.000000 1079.000000
235.733333 3536.000000 1333.000000 1088.000000
235.800000 3537.000000 1348.000000 1096.000000
235.866667 3538.000000 1360.000000 1098.000000
235.933333 3539.000000 1369.000000 1104.000000
236.000000 3540.000000 1382.000000 1109.000000
236.066667 3541.000000 1398.000000 1113.000000
236.133333 3542.000000 1410.000000 1111.000000
236.200000 3543.000000 1424.000000 1108.000000
236.266667 3544.000000 1438.000000 1104.000000
236.333333 3545.000000 1441.000000 1099.000000
236.400000 3546.000000 1446.000000 1092.000000
236.466667 3547.000000 1445.000000 1084.000000
236.533333 3548.000000 1448.000000 1077.000000
236.600000 3549.000000 1449.000000 1066.000000
236.666667 3550.000000 1446.000000 1059.000000
236.733333 3551.000000 1446.000000 1046.000000
236.800000 3552.000000 1438.000000 1031.000000
236.866667 3553.000000 1430.000000 1019.000000
236.933333 3554.000000 1427.000000 1011.000000
237.000000 3555.000000 1413.000000 1002.000000
237.066667 3556.000000 1405.000000 992.000000
237.133333 3557.000000 1397.000000 984.000000
237.200000 3558.000000 1388.000000 977.000000
237.266667 3559.000000 1377.000000 968.000000
237.333333 3560.000000 1368.000000 964.000000
237.400000 3561.000000 1360.000000 964.000000
237.466667 3562.000000 1346.000000 959.000000
237.533333 3563.000000 1333.000000 957.000000
237.600000 3564.000000 1320.000000 962.000000
237.666667 3565.000000 1312.000000 962.000000
237.733333 3566.000000 1300.000000 964.000000
237.800000 3567.000000 1290.000000 965.000000
237.866667 3568.000000 1278.000000 969.000000
237.933333 3569.000000 1268.000000 975.000000
238.000000 3570.000000 1260.000000 980.000000
238.066667 3571.000000 1252.000000 989.000000
238.133333 3572.000000 1248.000000 998.000000
238.200000 3573.000000 1237.000000 999.000000
238.266667 3574.000000 1233.000000 1004.000000
238.333333 3575.000000 1227.000000 1003.000000
238.400000 3576.000000 1218.000000 1003.000000
238.466667 3577.000000 1216.000000 999.000000
238.533333 3578.000000 1209.000000 999.000000
238.600000 3579.000000 1203.000000 993.000000
238.666667 3580.000000 1199.000000 988.000000
238.733333 3581.000000 1197.000000 979.000000
238.800000 3582.000000 1198.000000 972.000000
238.866667 3583.000000 1196.000000 960.000000
238.933333 3584.000000 1198.000000 953.000000
239.000000 3585.000000 1201.000000 942.000000
239.066667 3586.000000 1204.000000 933.000000
239.133333 3587.000000 1209.000000 926.000000
239.200000 3588.000000 1219.000000 922.000000
239.266667 3589.000000 1233.000000 923.000000
239.333333 3590.000000 1242.000000 923.000000
239.400000 3591.000000 1260.000000 928.000000
239.466667 3592.000000 1273.000000 937.000000
239.533333 3593.000000 1284.000000 943.000000
239.600000 3594.000000 1299.000000 950.000000
239.666667 3595.000000 1312.000000 955.000000
239.733333 3596.000000 1326.000000 962.000000
239.800000 3597.000000 1342.000000 965.000000
239.866667 3598.000000 1353.000000 972.000000
239.933333 3599.000000 1368.000000 974.000000
240.000000 3600.000000 1373.000000 976.000000
240.066667 3601.000000 1384.000000 973.000000
240.133333 3602.000000 1392.000000 972.000000
240.200000 3603.000000 1399.000000 971.000000
240.266667 3604.000000 1410.000000 966.000000
240.333333 3605.000000 1416.000000 960.000000
240.400000 3606.000000 1420.000000 953.000000
240.466667 3607.000000 1423.000000 943.000000
240.533333 3608.000000 1424.000000 936.000000
240.600000 3609.000000 1427.000000 928.000000
240.666667 3610.000000 1428.000000 923.000000
240.733333 3611.000000 1431.000000 916.000000
240.800000 3612.000000 1433.000000 908.000000
240.866667 3613.000000 1433.000000 902.000000
240.933333 3614.000000 1433.000000 898.000000
241.000000 3615.000000 1430.000000 893.000000
241.066667 3616.000000 1431.000000 896.000000
241.133333 3617.000000 1427.000000 896.000000
241.200000 3618.000000 1426.000000 895.000000
241.266667 3619.000000 1426.000000 897.000000
241.333333 3620.000000 1424.000000 899.000000
241.400000 3621.000000 1423.000000 899.000000
241.466667 3622.000000 1422.000000 903.000000
241.533333 3623.000000 1421.000000 909.000000
241.600000 3624.000000 1418.000000 912.000000
241.666667 3625.000000 1416.000000 917.000000
241.733333 3626.000000 1418.000000 924.000000
241.800000 3627.000000 1419.000000 931.000000
241.866667 3628.000000 1416.000000 936.000000
241.933333 3629.000000 1413.000000 942.000000
242.000000 3630.000000 1417.000000 950.000000
242.066667 3631.000000 1417.000000 952.000000
242.133333 3632.000000 1422.000000 954.000000
242.200000 3633.000000 1432.000000 954.000000
242.266667 3634.000000 1440.000000 955.000000
242.333333 3635.000000 1447.000000 954.000000
242.400000 3636.000000 1455.000000 954.000000
242.466667 3637.000000 1460.000000 948.000000
242.533333 3638.000000 1466.000000 942.000000
242.600000 3639.000000 1471.000000 939.000000
242.666667 3640.000000 1477.000000 932.000000
242.733333 3641.000000 1481.000000 929.000000
242.800000 3642.000000 1486.000000 923.000000
242.866667 3643.000000 1493.000000 918.000000
242.933333 3644.000000 1495.000000 911.000000
243.000000 3645.000000 1497.000000 906.000000
243.066667 3646.000000 1499.000000 903.000000
243.133333 3647.000000 1500.000000 901.000000
243.200000 3648.000000 1501.000000 896.000000
243.266667 3649.000000 1501.000000 895.000000
243.333333 3650.000000 1506.000000 893.000000
243.400000 3651.000000 1511.000000 892.000000
243.466667 3652.000000 1514.000000 889.000000
243.533333 3653.000000 1516.000000 890.000000
243.600000 3654.000000 1519.000000 891.000000
243.666667 3655.000000 1520.000000 892.000000
243.733333 3656.000000 1523.000000 893.000000
243.800000 3657.000000 1529.000000 893.000000
243.866667 3658.000000 1533.000000 897.000000
243.933333 3659.000000 1539.000000 893.000000
244.000000 3660.000000 1545.000000 897.000000
244.066667 3661.000000 1549.000000 899.000000
244.133333 3662.000000 1552.000000 900.000000
244.200000 3663.000000 1555.000000 903.000000
244.266667 3664.000000 1564.000000 908.000000
244.333333 3665.000000 1571.000000 904.000000
244.400000 3666.000000 1579.000000 906.000000
244.466667 3667.000000 1584.000000 906.000000
244.533333 3668.000000 1589.000000 908.000000
244.600000 3669.000000 1589.000000 908.000000
244.666667 3670.000000 1594.000000 912.000000
244.733333 3671.000000 1590.000000 916.000000
244.800000 3672.000000 1595.000000 916.000000
244.866667 3673.000000 1599.000000 912.000000
244.933333 3674.000000 1603.000000 911.000000
245.000000 3675.000000 1607.000000 906.000000
245.066667 3676.000000 1607.000000 900.000000
245.133333 3677.000000 1607.000000 898.000000
245.200000 3678.000000 1608.000000 891.000000
245.266667 3679.000000 1602.000000 885.000000
245.333333 3680.000000 1603.000000 880.000000
245.400000 3681.000000 1602.000000 877.000000
245.466667 3682.000000 1599.000000 874.000000
245.533333 3683.000000 1594.000000 868.000000
245.600000 3684.000000 1593.000000 870.000000
245.666667 3685.000000 1585.000000 868.000000
245.733333 3686.000000 1581.000000 871.000000
245.800000 3687.000000 1571.000000 868.000000
245.866667 3688.000000 1569.000000 875.000000
245.933333 3689.000000 1556.000000 874.000000
246.000000 3690.000000 1551.000000 879.000000
246.066667 3691.000000 1547.000000 880.000000
246.133333 3692.000000 1542.000000 883.000000
246.200000 3693.000000 1539.000000 883.000000
246.266667 3694.000000 1534.000000 889.000000
246.333333 3695.000000 1531.000000 896.000000
246.400000 3696.000000 1526.000000 901.000000
246.466667 3697.000000 1530.000000 904.000000
246.533333 3698.000000 1524.000000 916.000000
246.600000 3699.000000 1524.000000 910.000000
246.666667 3700.000000 1524.000000 912.000000
246.733333 3701.000000 1533.000000 912.000000
246.800000 3702.000000 1535.000000 906.000000
246.866667 3703.000000 1539.000000 897.000000
246.933333 3704.000000 1546.000000 894.000000
247.000000 3705.000000 1557.000000 887.000000
247.066667 3706.000000 1564.000000 881.000000
247.133333 3707.000000 1575.000000 876.000000
247.200000 3708.000000 1592.000000 878.000000
247.266667 3709.000000 1605.000000 872.000000
247.333333 3710.000000 1618.000000 869.000000
247.400000 3711.000000 1631.000000 869.000000
247.466667 3712.000000 1642.000000 865.000000
247.533333 3713.000000 1656.000000 862.000000
247.600000 3714.000000 1664.000000 859.000000
247.666667 3715.000000 1682.000000 853.000000
247.733333 3716.000000 1695.000000 847.000000
247.800000 3717.000000 1717.000000 837.000000
247.866667 3718.000000 1732.000000 834.000000
247.933333 3719.000000 1741.000000 828.000000
248.000000 3720.000000 1759.000000 815.000000
248.066667 3721.000000 1770.000000 812.000000
248.133333 3722.000000 1781.000000 806.000000
248.200000 3723.000000 1792.000000 790.000000
248.266667 3724.000000 1813.000000 787.000000
248.333333 3725.000000 1827.000000 777.000000
248.400000 3726.000000 1833.000000 774.000000
248.466667 3727.000000 1840.000000 768.000000
248.533333 3728.000000 1849.000000 768.000000
248.600000 3729.000000 1857.000000 765.000000
248.666667 3730.000000 1866.000000 768.000000
248.733333 3731.000000 1873.000000 771.000000
248.800000 3732.000000 1881.000000 771.000000
248.866667 3733.000000 1890.000000 771.000000
248.933333 3734.000000 1901.000000 771.000000
249.000000 3735.000000 1906.000000 777.000000
249.066667 3736.000000 1919.000000 784.000000
249.133333 3737.000000 1925.000000 790.000000
249.200000 3738.000000 1932.000000 790.000000
249.266667 3739.000000 1945.000000 790.000000
249.333333 3740.000000 1958.000000 790.000000
249.400000 3741.000000 1969.000000 790.000000
249.466667 3742.000000 1978.000000 790.000000
249.533333 3743.000000 1982.000000 790.000000
249.600000 3744.000000 1993.000000 790.000000
249.666667 3745.000000 1998.000000 784.000000
249.733333 3746.000000 2004.000000 781.000000
249.800000 3747.000000 2011.000000 777.000000
249.866667 3748.000000 2017.000000 771.000000
249.933333 3749.000000 2024.000000 768.000000
250.000000 3750.000000 2031.000000 768.000000
250.066667 3751.000000 2039.000000 762.000000
250.133333 3752.000000 2046.000000 759.000000
250.200000 3753.000000 2057.000000 756.000000
250.266667 3754.000000 2061.000000 752.000000
250.333333 3755.000000 2068.000000 752.000000
250.400000 3756.000000 2081.000000 746.000000
250.466667 3757.000000 2083.000000 743.000000
250.533333 3758.000000 2092.000000 743.000000
250.600000 3759.000000 2105.000000 727.000000
250.666667 3760.000000 2116.000000 724.000000
250.733333 3761.000000 2123.000000 721.000000
250.800000 3762.000000 2136.000000 712.000000
250.866667 3763.000000 2147.000000 708.000000
250.933333 3764.000000 2160.000000 705.000000
251.000000 3765.000000 2171.000000 699.000000
251.066667 3766.000000 2193.000000 693.000000
251.133333 3767.000000 2206.000000 690.000000
251.200000 3768.000000 2217.000000 686.000000
251.266667 3769.000000 2235.000000 683.000000
251.333333 3770.000000 2252.000000 686.000000
251.400000 3771.000000 2270.000000 683.000000
251.466667 3772.000000 2285.000000 677.000000
251.533333 3773.000000 2314.000000 671.000000
251.600000 3774.000000 2340.000000 668.000000
251.666667 3775.000000 2347.000000 668.000000
251.733333 3776.000000 2366.000000 664.000000
251.800000 3777.000000 2393.000000 668.000000
251.866667 3778.000000 2412.000000 668.000000
251.933333 3779.000000 2423.000000 674.000000
252.000000 3780.000000 2439.000000 677.000000
252.066667 3781.000000 2434.000000 683.000000
